id,chr,pos,BAF,DR,total,minor
77,chr1,14480,0.495568177361325,0.549965158622063,2,1
78,chr1,14481,0.49238914200042,0.655830926948779,2,1
79,chr1,14482,0.49976169671703,0.629304256648242,2,1
80,chr1,14483,0.498630891108031,0.848229891544679,2,1
81,chr1,14484,0.5,0.872183622540313,3,1
82,chr1,14485,0.48631890125408,0.532397613364845,2,1
83,chr1,14486,0.5,0.651447556895014,2,1
84,chr1,14487,0.5,0.670262462375753,2,1
85,chr1,14488,0.5,0.687781307217982,2,1
86,chr1,14489,0.491038904959988,0.669498834556841,2,1
87,chr1,14490,0.494536788100534,0.773910380844665,2,1
88,chr1,14491,0.499062140632481,0.670309892753711,2,1
89,chr1,14492,0.5,0.642881970231742,2,1
90,chr1,14493,0.499603381281919,0.6119335547852,2,1
91,chr1,14494,0.499508620344282,0.683553007263653,2,1
92,chr1,14495,0.5,0.767662113235222,2,1
93,chr1,14496,0.493310459486012,0.794668082753257,2,1
94,chr1,14497,0.5,0.734335021463648,2,1
95,chr1,14498,0.48796601596727,0.850637679263006,2,1
96,chr1,14499,0.5,0.775952843249363,2,1
97,chr1,14500,0.498174673247357,0.732226369766832,2,1
98,chr1,14501,0.5,0.78445718602274,2,1
99,chr1,14502,0.491381416264799,0.828856185014951,2,1
100,chr1,14503,0.497719465493133,0.820532797166201,2,1
101,chr1,14504,0.5,0.679482464504786,2,1
102,chr1,14505,0.496248607927385,0.865314165121244,3,1
103,chr1,14506,0.498327108793278,0.670123754129694,2,1
104,chr1,14507,0.5,0.652752861701777,2,1
105,chr1,14508,0.49941272753491,0.616456114202348,2,1
106,chr1,14509,0.497352860722435,0.712494985321186,2,1
107,chr1,14510,0.497328810947273,0.852909969359428,2,1
108,chr1,14511,0.496247759016937,0.538761254962615,2,1
109,chr1,14512,0.495829539096884,0.576664606155378,2,1
110,chr1,14513,0.493679785464955,0.850001045656783,2,1
111,chr1,14514,0.495439660820263,0.628675384792481,2,1
112,chr1,14515,0.5,0.642207662979936,2,1
113,chr1,14516,0.493877098122952,0.807316296268586,2,1
114,chr1,14517,0.494187001751383,0.606272423064805,2,1
115,chr1,14518,0.5,0.716363545525339,2,1
116,chr1,14519,0.5,0.679342429881915,2,1
117,chr1,14520,0.499844805665325,0.753376073055105,2,1
118,chr1,14521,0.498145227884354,0.575687407388599,2,1
119,chr1,14522,0.497934035716606,0.623749391028982,2,1
120,chr1,14523,0.5,0.697246592061647,2,1
121,chr1,14524,0.5,0.825128775846702,2,1
122,chr1,14525,0.49813190008259,0.540485751764219,2,1
123,chr1,14526,0.5,0.660105052676286,2,1
124,chr1,14527,0.5,0.653850011949232,2,1
125,chr1,14528,0.5,0.785916470549114,2,1
126,chr1,14529,0.495211562987177,0.567208298525112,2,1
127,chr1,14530,0.5,0.486615388440271,2,1
128,chr1,14531,0.494605572303525,0.625511701450166,2,1
129,chr1,14532,0.5,0.658865293462286,2,1
130,chr1,14533,0.495233251193138,0.751608991510311,2,1
131,chr1,14534,0.5,0.920527703320694,3,1
132,chr1,14535,0.493974127465152,0.644400664407901,2,1
133,chr1,14536,0.494772074675769,0.704530991416199,2,1
134,chr1,14537,0.5,0.668896761179179,2,1
135,chr1,14538,0.5,0.681360761587779,2,1
136,chr1,14539,0.5,0.78279797058614,2,1
137,chr1,14540,0.494729304481321,0.799550572397883,2,1
138,chr1,14541,0.499919366549828,0.709374384808084,2,1
139,chr1,14542,0.49704572318724,0.73217998844477,2,1
140,chr1,14543,0.5,0.737971827561065,2,1
141,chr1,14544,0.5,0.619416562146526,2,1
142,chr1,14545,0.492949164827566,0.766742030762164,2,1
143,chr1,14546,0.4910135778063,0.769864697940245,2,1
144,chr1,14547,0.5,0.751949537164228,2,1
145,chr1,14548,0.5,0.54457288809603,2,1
146,chr1,14549,0.496604094989671,0.646964425980715,2,1
147,chr1,14550,0.493346889573558,0.703827652844492,2,1
148,chr1,14551,0.5,0.795934421190804,2,1
149,chr1,14552,0.5,0.613060689818781,2,1
150,chr1,14553,0.496335301466479,0.813534911484648,2,1
151,chr1,14554,0.5,0.665603527473446,2,1
152,chr1,14555,0.5,0.704848848492864,2,1
153,chr1,14556,0.5,0.696339310610261,2,1
154,chr1,14557,0.491496532329311,0.694247721518759,2,1
155,chr1,14558,0.49976952551764,0.700567607208193,2,1
156,chr1,14559,0.5,0.562466332063457,2,1
157,chr1,14560,0.5,0.681534672556057,2,1
158,chr1,14561,0.5,0.791043261797225,2,1
159,chr1,14562,0.492894567446922,0.60204287035501,2,1
160,chr1,14563,0.5,0.677016453391078,2,1
161,chr1,14564,0.499775442526168,0.764775319955704,2,1
162,chr1,14565,0.5,0.591151335731182,2,1
163,chr1,14566,0.5,0.731660951403421,2,1
164,chr1,14567,0.5,0.709390451547313,2,1
165,chr1,14568,0.5,0.648083715695314,2,1
166,chr1,14569,0.5,0.668888997001773,2,1
167,chr1,14570,0.5,0.777836396481277,2,1
168,chr1,14571,0.499626250603195,0.603467018792126,2,1
169,chr1,14572,0.493572274027451,0.832965294681461,2,1
170,chr1,14573,0.497499055421338,0.78734347422843,2,1
171,chr1,14574,0.5,0.72934941442044,2,1
172,chr1,14575,0.496976749273287,0.67400517057735,2,1
173,chr1,14576,0.498901572894408,0.716857935560906,2,1
174,chr1,14577,0.496222588313437,0.669982701982814,2,1
175,chr1,14578,0.5,0.738236239568025,2,1
176,chr1,14579,0.498636666230688,0.586061545231028,2,1
177,chr1,14580,0.499176021905014,0.661913141989039,2,1
178,chr1,14581,0.5,0.728755574482748,2,1
179,chr1,14582,0.5,0.74863335344173,2,1
180,chr1,14583,0.499513856521678,0.583824860457839,2,1
181,chr1,14584,0.494220471366569,0.735308944198846,2,1
182,chr1,14585,0.5,0.762487268735329,2,1
183,chr1,14586,0.495385205737641,0.559536416884247,2,1
184,chr1,14587,0.5,0.612881468803678,2,1
185,chr1,14588,0.492009819454863,0.672476561190708,2,1
186,chr1,14589,0.5,0.698687676610822,2,1
187,chr1,14590,0.498503925966887,0.782145436032439,2,1
188,chr1,14591,0.5,0.89922551811194,3,1
189,chr1,14592,0.49763444288949,0.551574475495202,2,1
190,chr1,14593,0.497380777945893,0.590105429952867,2,1
191,chr1,14594,0.49568858577863,0.759994126226379,2,1
192,chr1,14595,0.5,0.679789080872401,2,1
193,chr1,14596,0.5,0.714042511940788,2,1
194,chr1,14597,0.492918722493948,0.79373860714844,2,1
195,chr1,14598,0.5,0.772910802675291,2,1
196,chr1,14599,0.499761826070502,0.789579532019994,2,1
197,chr1,14600,0.490461215639461,0.591612644733089,2,1
198,chr1,14601,0.5,0.67150210375935,2,1
199,chr1,14602,0.5,0.846899627018414,2,1
200,chr1,14603,0.5,0.819130028645251,2,1
201,chr1,14604,0.5,0.792311814391532,2,1
202,chr1,14605,0.5,0.752857449705171,2,1
203,chr1,14606,0.495320420233526,0.765193583057603,2,1
204,chr1,14607,0.494037700126217,0.692121817378137,2,1
205,chr1,14608,0.5,0.547999704668763,2,1
206,chr1,14609,0.5,0.671542182010981,2,1
207,chr1,14610,0.495486691206377,0.500807555287403,2,1
208,chr1,14611,0.5,0.843026254298813,2,1
209,chr1,14612,0.5,0.679020041978736,2,1
210,chr1,14613,0.5,0.75960857011705,2,1
211,chr1,14614,0.5,0.931649126171388,3,1
212,chr1,14615,0.494981483629331,0.864052662305988,3,1
213,chr1,14616,0.497082718907809,0.572753070661658,2,1
214,chr1,14617,0.497987559035165,0.610849298408033,2,1
215,chr1,14618,0.5,0.706663627356592,2,1
216,chr1,14619,0.5,0.690518444178882,2,1
217,chr1,14620,0.5,0.740782783987575,2,1
218,chr1,14621,0.5,0.444738610760867,2,1
219,chr1,14622,0.5,0.697307357784078,2,1
220,chr1,14623,0.5,0.717535741399343,2,1
221,chr1,14624,0.494480280053715,0.778541109107748,2,1
222,chr1,14625,0.497808513741697,0.636015502576995,2,1
223,chr1,14626,0.498685143045523,0.564215796373755,2,1
224,chr1,14627,0.5,0.66562955685064,2,1
225,chr1,14628,0.5,0.802500578704271,2,1
226,chr1,14629,0.499360063867484,0.723977236972395,2,1
227,chr1,14630,0.498832770830839,0.705901804929224,2,1
228,chr1,14631,0.5,0.654427859088503,2,1
229,chr1,14632,0.5,0.546006592110597,2,1
230,chr1,14633,0.496674274901453,0.531906652013445,2,1
231,chr1,14634,0.496856133031195,0.670014424191137,2,1
232,chr1,14635,0.497149395143982,0.688772123770092,2,1
233,chr1,14636,0.49939206668215,0.546327524227131,2,1
234,chr1,14637,0.495510804956917,0.75627054249662,2,1
235,chr1,14638,0.5,0.816823538546365,2,1
236,chr1,14639,0.497075411673076,0.829396200384961,2,1
237,chr1,14640,0.5,0.642414806639549,2,1
238,chr1,14641,0.5,0.598291677192655,2,1
239,chr1,14642,0.497876509370044,0.546078036837854,2,1
240,chr1,14643,0.494052636634638,0.618767803529791,2,1
241,chr1,14644,0.5,0.792772700983445,2,1
242,chr1,14645,0.5,0.763978160229212,2,1
243,chr1,14646,0.5,0.646559151003883,2,1
244,chr1,14647,0.499855949059318,0.6484907949164,2,1
245,chr1,14648,0.499026291503936,0.864596858605415,3,1
246,chr1,14649,0.496111837277614,0.813838445146713,2,1
247,chr1,14650,0.5,0.6562895214745,2,1
248,chr1,14651,0.494460604776826,0.562981156529403,2,1
249,chr1,14652,0.5,0.747096291837227,2,1
250,chr1,14653,0.489871383001327,0.869434618183773,3,1
251,chr1,14654,0.498932391089459,0.6447317288774,2,1
252,chr1,14655,0.495878154203427,0.64099918447013,2,1
253,chr1,14656,0.5,0.776628562635794,2,1
254,chr1,14657,0.5,0.70495052218642,2,1
255,chr1,14658,0.498772984219631,0.8331052943116,2,1
256,chr1,14659,0.497521165078028,0.688340869728661,2,1
257,chr1,14660,0.497806302849907,0.625784480183423,2,1
258,chr1,14661,0.494065913116843,0.675125562942735,2,1
259,chr1,14662,0.498699790333292,0.621248282268436,2,1
260,chr1,14663,0.5,0.829108490112981,2,1
261,chr1,14664,0.5,0.721419954565112,2,1
262,chr1,14665,0.496020449293011,0.737945461222904,2,1
263,chr1,14666,0.496074942654779,0.526969228917641,2,1
264,chr1,14667,0.5,0.590156519948209,2,1
265,chr1,14668,0.5,0.875516129220904,3,1
266,chr1,14669,0.5,0.775212998542793,2,1
267,chr1,14670,0.49942058839376,0.808744826332432,2,1
268,chr1,14671,0.5,0.498169965428463,2,1
269,chr1,14672,0.497662483517367,0.776194687873343,2,1
270,chr1,14673,0.497480433271359,0.678448190822349,2,1
271,chr1,14674,0.499806104679709,0.606667300311609,2,1
272,chr1,14675,0.497451435125592,0.766761187656943,2,1
273,chr1,14676,0.5,0.718157147436364,2,1
274,chr1,14677,0.494853782000454,0.690013069037526,2,1
275,chr1,14678,0.487807745764475,0.949327702737381,3,1
276,chr1,14679,0.495551086325424,0.748652599140336,2,1
277,chr1,14680,0.5,0.621861003322489,2,1
278,chr1,14681,0.5,0.619578931441506,2,1
279,chr1,14682,0.5,0.814119537916094,2,1
280,chr1,14683,0.49912704428257,0.951942890474557,3,1
281,chr1,14684,0.5,0.730761565814236,2,1
282,chr1,14685,0.5,0.638013132936711,2,1
283,chr1,14686,0.496876937997223,0.46727478609317,2,1
284,chr1,14687,0.494409433822287,0.5856285390279,2,1
285,chr1,14688,0.5,0.542976361393055,2,1
286,chr1,14689,0.49706662258409,0.693502273863853,2,1
287,chr1,14690,0.499334105523057,0.716846942727044,2,1
288,chr1,14691,0.498326409984462,0.550364724767805,2,1
289,chr1,14692,0.499113104950421,0.892289635004841,3,1
290,chr1,14693,0.5,0.800658817412487,2,1
291,chr1,14694,0.494888161151124,0.654327253137911,2,1
292,chr1,14695,0.495750455133698,0.655831085455113,2,1
293,chr1,14696,0.5,0.707319785000278,2,1
294,chr1,14697,0.5,0.787268592903288,2,1
295,chr1,14698,0.5,0.51285024224211,2,1
296,chr1,14699,0.498293700285027,0.82179529826637,2,1
297,chr1,14700,0.5,0.712315573401632,2,1
298,chr1,14701,0.497178329412615,0.642697628366842,2,1
299,chr1,14702,0.494313627211385,0.785216598573772,2,1
300,chr1,14703,0.190242667390211,1.84384184450041,6,1
301,chr1,14704,0.191935104745358,1.99403873437339,6,1
302,chr1,14705,0.188374432628163,1.98211032183113,6,1
303,chr1,14706,0.191165230890354,1.91111434844915,6,1
304,chr1,14707,0.190155510173387,2.01194717134543,6,1
305,chr1,14708,0.191090645939046,1.83690766203917,6,1
306,chr1,14709,0.19141959938445,1.77152618349034,6,1
307,chr1,14710,0.202905051909379,1.87231966646202,6,1
308,chr1,14711,0.194386116817876,1.86119938954746,6,1
309,chr1,14712,0.187638377734745,1.86701488852358,6,1
310,chr1,14713,0.188756125350277,1.82578937118592,6,1
311,chr1,14714,0.1959896598137,1.6729261979482,5,1
312,chr1,14715,0.187417489685252,2.01720813469715,6,1
313,chr1,14716,0.190607256404345,1.96135059569547,6,1
314,chr1,14717,0.18463512329429,1.91854092014583,6,1
315,chr1,14718,0.189306356045862,1.79557291210297,6,1
316,chr1,14719,0.191650888382085,1.78179960590145,6,1
317,chr1,14720,0.185671784042992,2.04379065525287,7,1
318,chr1,14721,0.183579376828845,2.00094787445803,6,1
319,chr1,14722,0.191447999627752,2.05137799277691,7,1
320,chr1,14723,0.18622866745959,1.77311945938976,6,1
321,chr1,14724,0.186581106547509,1.98050231525208,6,1
322,chr1,14725,0.198805439895274,1.88313478027936,6,1
323,chr1,14726,0.192570392496113,1.70464809372022,5,1
324,chr1,14727,0.187878070210989,2.00038305903073,6,1
325,chr1,14728,0.185750228520975,2.00680831750892,6,1
326,chr1,14729,0.193443027395135,1.88750114403939,6,1
327,chr1,14730,0.189334872150675,1.89293494830024,6,1
328,chr1,14731,0.193140789695,1.8873597909536,6,1
329,chr1,14732,0.178237103464647,1.91243896690393,6,1
330,chr1,14733,0.189005226540896,1.9027526981768,6,1
331,chr1,14734,0.181292995351761,1.825067026085,6,1
332,chr1,14735,0.191452451663213,1.87583303067779,6,1
333,chr1,14736,0.178417616348419,1.83780275930245,6,1
334,chr1,14737,0.187333903579671,1.87628085155517,6,1
335,chr1,14738,0.178579726461785,1.87499824050587,6,1
336,chr1,14739,0.187266713296273,1.87217422684448,6,1
337,chr1,14740,0.195755236999356,2.07835547332913,7,1
338,chr1,14741,0.189101042453551,1.70971306816942,5,1
339,chr1,14742,0.190181494361593,1.77687193164926,6,1
340,chr1,14743,0.190948671990332,1.91744161184541,6,1
341,chr1,14744,0.187138219124942,1.91943249811317,6,1
342,chr1,14745,0.188047039271872,1.842269993336,6,1
343,chr1,14746,0.180601580967032,1.88524463508781,6,1
344,chr1,14747,0.188494824956958,2.00595631141001,6,1
345,chr1,14748,0.190852086478817,1.98143765771105,6,1
346,chr1,14749,0.185235456319305,1.87162904307854,6,1
347,chr1,14750,0.193646903056312,1.82288404103263,6,1
348,chr1,14751,0.188887098267442,1.76302015187709,6,1
349,chr1,14752,0.17948440234661,1.72870165853814,5,0
350,chr1,14753,0.189852907356345,2.00755499254667,6,1
351,chr1,14754,0.184419538785755,1.91175431623769,6,1
352,chr1,14755,0.181285314684976,1.93786368740939,6,1
353,chr1,14756,0.199857869978564,1.91931420237924,6,1
354,chr1,14757,0.190190361676423,1.93439778186033,6,1
355,chr1,14758,0.192719809353082,1.86296223193218,6,1
356,chr1,14759,0.192791566056766,1.81771253160347,6,1
357,chr1,14760,0.179957825592443,2.02531611983407,6,0
358,chr1,14761,0.185632228838699,1.87640903059288,6,1
359,chr1,14762,0.186713469984221,1.88123902858539,6,1
360,chr1,14763,0.19146341513326,1.89776548039129,6,1
361,chr1,14764,0.190523778673051,1.96883757964167,6,1
362,chr1,14765,0.19269755665612,1.73421406018931,5,1
363,chr1,14766,0.180308947122099,1.95884680912979,6,1
364,chr1,14767,0.186550521675782,1.94505165450477,6,1
365,chr1,14768,0.185429671758118,1.84396477373758,6,1
366,chr1,14769,0.190995140230403,1.8821979051717,6,1
367,chr1,14770,0.18949918524003,1.90740752220019,6,1
368,chr1,14771,0.185384627155496,2.0070328206847,6,1
369,chr1,14772,0.19125164376356,1.87018566765869,6,1
370,chr1,14773,0.192556540457013,1.88544317260737,6,1
371,chr1,14774,0.178430433237365,1.83890605118842,6,1
372,chr1,14775,0.190952046751855,1.78677593281275,6,1
373,chr1,14776,0.184267363263067,2.00736459863262,6,1
374,chr1,14777,0.185599313216775,1.90652879019708,6,1
375,chr1,14778,0.189844502612269,1.93367517891905,6,1
376,chr1,14779,0.184911257685203,1.86941804385682,6,1
377,chr1,14780,0.185967297379091,1.76586220131667,6,1
378,chr1,14781,0.186388228428637,1.89080986736605,6,1
379,chr1,14782,0.189259329620611,1.94574244146599,6,1
380,chr1,14783,0.199078656967567,2.00372486337192,6,1
381,chr1,14784,0.189440546250296,1.78531855806203,6,1
382,chr1,14785,0.186484112313408,1.960316529408,6,1
383,chr1,14786,0.18957727546292,1.87116964079354,6,1
384,chr1,14787,0.187466977583011,1.81713690975367,6,1
385,chr1,14788,0.190285817504094,1.85203522150224,6,1
386,chr1,14789,0.187400776853181,1.98541834618436,6,1
387,chr1,14790,0.187439655147202,1.83783938571144,6,1
388,chr1,14791,0.192612862835601,1.91037220305502,6,1
389,chr1,14792,0.183316462070815,1.79419216297506,6,1
390,chr1,14793,0.185787784335164,1.97837351500517,6,1
391,chr1,14794,0.183777280036694,2.00116683357552,6,1
392,chr1,14795,0.180190485628098,1.90651540172904,6,1
393,chr1,14796,0.182614085622465,1.713821011488,5,1
394,chr1,14797,0.182066790498775,1.87606746005752,6,1
395,chr1,14798,0.184456222403729,1.72638074926762,5,1
396,chr1,14799,0.191381701102361,1.97366775289127,6,1
397,chr1,14800,0.18536030214941,1.81451220110583,6,1
398,chr1,14801,0.191614675456469,1.77070846609462,6,1
399,chr1,14802,0.186742174431453,1.8190302780766,6,1
400,chr1,14803,0.0864911875196003,0.873467155375052,3,0
401,chr1,14804,0.089897739528806,0.736694588205755,2,0
402,chr1,14805,0.0899595959305878,0.647338447780316,2,0
403,chr1,14806,0.0889266618387384,0.711915411945791,2,0
404,chr1,14807,0.0870956214149742,0.792245903757443,2,0
405,chr1,14808,0.086686966210727,0.884238056380296,3,0
406,chr1,14809,0.0825152062639841,0.599236257173275,2,0
407,chr1,14810,0.07867991732488,0.738159059298921,2,0
408,chr1,14811,0.0815064914714835,0.613138916945931,2,0
409,chr1,14812,0.0855327216766845,0.667349920036677,2,0
410,chr1,14813,0.0789300040214102,0.754082254904647,2,0
411,chr1,14814,0.0816225633100983,0.636602256704984,2,0
412,chr1,14815,0.0785241107997439,0.81302978440079,2,0
413,chr1,14816,0.0873073614455801,0.67824352446036,2,0
414,chr1,14817,0.0804195122781398,0.622103907564406,2,0
415,chr1,14818,0.0908213979807104,0.772112917389789,2,0
416,chr1,14819,0.0812928340463231,0.790153460152773,2,0
417,chr1,14820,0.0809681972365151,0.928271019137221,3,0
418,chr1,14821,0.088733832738843,0.629332179754822,2,0
419,chr1,14822,0.0915381225271325,0.631263032250953,2,0
420,chr1,14823,0.0885789764668633,0.634157107672763,2,0
421,chr1,14824,0.0826586018646557,0.698125326610737,2,0
422,chr1,14825,0.0922599045784058,0.46337992951987,1,0
423,chr1,14826,0.0851979334350631,0.753882862748841,2,0
424,chr1,14827,0.0802727999085135,0.5828745712626,2,0
425,chr1,14828,0.0865918916213487,0.565610469211708,2,0
426,chr1,14829,0.089384813092162,0.609849898645774,2,0
427,chr1,14830,0.0849530315249973,0.811661887314212,2,0
428,chr1,14831,0.0714292628708678,0.562968482170987,1,0
429,chr1,14832,0.0805498617609696,0.730172802819926,2,0
430,chr1,14833,0.0775411252029033,0.718228326222725,2,0
431,chr1,14834,0.0865944500792763,0.647258593742989,2,0
432,chr1,14835,0.0895144795179837,0.497071286896812,1,0
433,chr1,14836,0.0882601936712525,0.637780498401478,2,0
434,chr1,14837,0.086296741570655,0.746586434185619,2,0
435,chr1,14838,0.090616295774183,0.661380485802408,2,0
436,chr1,14839,0.0802640559153364,0.908817434920152,3,0
437,chr1,14840,0.0899937415350763,0.510288060127361,1,0
438,chr1,14841,0.0856784106305024,0.528770125319514,1,0
439,chr1,14842,0.0818666289774348,0.384632088585652,1,0
440,chr1,14843,0.0824588408338892,0.60977260933904,2,0
441,chr1,14844,0.0792701144089813,0.62452597776375,2,0
442,chr1,14845,0.0830188612308568,0.865582320161898,3,0
443,chr1,14846,0.0907290288069698,0.726509772734484,2,0
444,chr1,14847,0.0904102464491242,0.762693813332626,2,0
445,chr1,14848,0.0831600825492939,0.630410640679466,2,0
446,chr1,14849,0.072862519107217,0.430764906296552,1,0
447,chr1,14850,0.0813268089748903,0.719116297828851,2,0
448,chr1,14851,0.091169579983005,0.751700812430339,2,0
449,chr1,14852,0.0911165047208647,0.746112445059466,2,0
450,chr1,14853,0.085037480906301,0.741723584243288,2,0
451,chr1,14854,0.0792595557166422,0.654543766647192,2,0
452,chr1,14855,0.0844380031474495,0.793276164057761,2,0
453,chr1,14856,0.0789707266779191,0.620973625348179,2,0
454,chr1,14857,0.090505123991457,0.635721676782571,2,0
455,chr1,14858,0.0860508423300373,0.884106840986484,3,0
456,chr1,14859,0.0934578712748294,0.622345464336604,2,0
457,chr1,14860,0.0910769003911309,0.830601472433644,2,0
458,chr1,14861,0.0845032900864205,0.71789718622431,2,0
459,chr1,14862,0.0812139706964191,0.792963022347646,2,0
460,chr1,14863,0.0793481559307023,0.54330640489156,1,0
461,chr1,14864,0.081921032545487,0.738571909979519,2,0
462,chr1,14865,0.0860092286670134,0.771190768421989,2,0
463,chr1,14866,0.0860176332920753,0.675875525648124,2,0
464,chr1,14867,0.083158055092872,0.642996233790013,2,0
465,chr1,14868,0.0826873130574731,0.822196385214727,2,0
466,chr1,14869,0.0841389113683162,0.766405585576804,2,0
467,chr1,14870,0.089247473239394,0.675775096440781,2,0
468,chr1,14871,0.0804582754671948,0.73089955588161,2,0
469,chr1,14872,0.080842731085203,0.560203859346832,1,0
470,chr1,14873,0.0845744723030962,0.672997972686843,2,0
471,chr1,14874,0.0901186498931131,0.672049619167115,2,0
472,chr1,14875,0.0821430285330808,0.732120422752302,2,0
473,chr1,14876,0.0914791616882952,0.821139269289863,2,0
474,chr1,14877,0.0771224458922798,0.571754146201448,2,0
475,chr1,14878,0.0779480711378927,0.853587792286514,2,0
476,chr1,14879,0.0797133681259021,0.791844420160977,2,0
477,chr1,14880,0.092464916782544,0.803606303207687,2,0
478,chr1,14881,0.0834919869592566,0.507792629458499,1,0
479,chr1,14882,0.087319552916528,0.789172002202807,2,0
480,chr1,14883,0.0838306486893602,0.587406443351193,2,0
481,chr1,14884,0.0841456762579372,0.532240574971846,1,0
482,chr1,14885,0.0809726024011231,0.756111133589974,2,0
483,chr1,14886,0.084672869219669,0.65353836928205,2,0
484,chr1,14887,0.0854367259908688,0.783033528069097,2,0
485,chr1,14888,0.0785052042886338,0.702048019975602,2,0
486,chr1,14889,0.0896054541456475,0.59677562277023,2,0
487,chr1,14890,0.09619789787756,0.599724855109122,2,0
488,chr1,14891,0.0801928913385888,0.589420328410288,2,0
489,chr1,14892,0.0898302099512363,0.787926201282529,2,0
490,chr1,14893,0.0834093070850131,0.704053738878003,2,0
491,chr1,14894,0.0859147246155048,0.685206378349009,2,0
492,chr1,14895,0.0867453941659657,0.722672997790022,2,0
493,chr1,14896,0.0770963297365979,0.740792012082312,2,0
494,chr1,14897,0.0841244297224979,0.759628140486918,2,0
495,chr1,14898,0.0756193256507891,0.55268114296624,1,0
496,chr1,14899,0.084741752211563,0.702777234627043,2,0
497,chr1,14900,0.0789561874364838,0.607134286699602,2,0
